"","spot_1","spot_2","spot_3","spot_4","spot_5","spot_6","spot_7","spot_8","spot_9","spot_10","spot_11","spot_12","spot_13","spot_14","spot_15","spot_16","spot_17","spot_18","spot_19","spot_20","spot_21","spot_22","spot_23","spot_24","spot_25","spot_26","spot_27","spot_28","spot_29","spot_30","spot_31","spot_32","spot_33","spot_34","spot_35","spot_36","spot_37","spot_38","spot_39","spot_40","spot_41","spot_42","spot_43","spot_44","spot_45","spot_46","spot_47","spot_48","spot_49","spot_50","spot_51","spot_52","spot_53","spot_54","spot_55","spot_56","spot_57","spot_58","spot_59","spot_60","spot_61","spot_62","spot_63","spot_64","spot_65","spot_66","spot_67","spot_68","spot_69"
"Grk6",0,3,4,2,8,3,0,4,5,6,4,2,6,4,4,3,5,7,4,4,6,8,5,4,4,7,6,2,4,6,3,7,3,9,5,8,6,4,6,4,1,4,1,3,4,5,7,4,4,9,5,3,4,4,6,5,2,6,4,4,2,2,4,5,2,7,2,4,5
"Dok3",0,3,1,2,0,1,1,1,0,2,0,0,0,0,0,2,2,3,2,2,0,3,2,2,0,2,0,1,0,3,2,1,3,1,2,1,2,2,0,3,1,0,0,1,0,0,3,0,1,1,1,1,1,3,1,1,0,2,1,1,0,1,0,1,1,3,0,1,2
"Ddx41",0,3,6,5,1,1,3,0,3,1,1,3,3,0,2,4,4,5,2,2,2,5,2,5,2,2,1,2,1,2,1,2,3,2,0,1,2,1,5,3,0,2,0,1,3,3,3,2,5,1,0,4,4,4,6,0,0,2,3,7,0,2,3,1,2,2,1,0,1
"B4galt7",0,0,1,1,4,0,0,2,0,2,2,4,2,0,1,0,2,1,0,2,1,1,2,3,3,4,1,1,3,5,4,2,3,1,2,0,0,2,2,1,1,1,1,1,2,1,2,0,2,3,3,1,0,0,2,2,0,2,3,1,4,0,1,3,1,2,2,1,0
"Ddx46",0,5,2,1,2,1,0,4,3,4,0,2,1,2,5,3,2,4,3,7,2,3,5,0,3,4,3,0,1,0,1,2,3,1,3,5,4,3,2,1,1,0,6,3,1,3,1,3,3,3,2,2,5,5,5,0,1,2,4,2,1,0,4,2,3,2,2,5,0
"Fbxl21",0,3,1,1,0,2,1,0,0,1,2,1,2,0,3,2,2,2,1,2,1,0,1,0,2,1,2,1,0,0,2,4,1,0,0,1,1,2,4,0,0,5,2,5,4,3,0,0,1,1,1,3,2,1,0,1,0,2,2,1,2,2,3,0,0,4,4,2,4
"Smad5",0,2,0,3,1,2,0,0,1,3,0,1,1,2,5,3,2,2,1,0,3,2,0,0,0,1,2,0,0,0,0,1,2,2,0,0,0,2,2,1,2,2,0,1,1,2,2,0,0,1,2,1,0,0,0,0,0,4,2,0,2,1,2,1,1,1,0,1,1
"Klhl3",0,1,4,1,0,1,0,2,1,6,6,0,0,1,7,0,1,1,2,2,5,0,2,1,2,3,2,2,4,2,2,4,5,1,3,1,1,3,3,3,4,0,0,4,3,2,4,3,2,5,1,4,1,1,5,0,0,3,5,2,2,2,3,1,0,4,2,6,2
"Ubqln1",0,2,0,1,2,1,0,2,2,4,2,1,2,0,3,2,2,4,2,6,4,6,3,1,7,5,4,0,1,1,3,0,3,3,9,4,3,3,2,4,5,0,5,1,4,3,2,5,4,4,0,3,3,1,2,3,0,2,3,5,6,1,7,5,4,4,5,3,3
"Rmi1",1,1,1,1,2,1,0,3,0,2,2,1,1,0,3,1,1,1,2,3,0,1,1,0,1,2,0,0,1,1,2,1,2,5,1,3,1,2,0,2,1,0,0,2,3,2,0,1,2,1,2,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1
"Naa35",0,2,0,1,1,1,1,2,0,2,2,1,1,2,3,3,1,5,1,0,2,1,2,2,1,4,1,0,3,1,2,1,1,1,2,2,2,4,1,2,3,4,3,1,5,0,0,1,2,3,1,3,1,1,3,3,2,1,1,0,0,0,2,0,4,2,1,2,0
"Zcchc6",1,2,2,3,1,1,5,4,1,4,2,0,2,2,1,1,4,3,2,1,1,3,3,2,2,1,4,2,2,1,1,3,0,1,2,3,0,5,2,2,1,0,1,0,0,4,2,1,1,4,1,5,0,2,5,2,0,3,1,6,2,0,1,9,2,4,4,3,1
"Fancc",0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,2,0,0,1,0,0,2,0,2,0,2,1,2,1,0,1,0,1,3,0,0,2,0,0,0,1,0,0,0
"Ptch1",0,3,5,1,5,2,4,3,1,1,3,4,1,1,5,4,2,2,1,5,2,3,2,0,2,4,2,9,1,2,4,1,4,3,4,1,4,5,2,2,1,6,10,2,2,3,1,2,2,1,3,2,5,8,2,0,1,2,2,1,1,0,2,4,1,1,1,3,3
"Zfp367",0,0,0,2,1,2,2,0,1,2,1,1,2,2,0,2,1,2,0,2,0,1,0,4,2,0,1,0,1,2,2,1,0,1,2,0,0,0,3,1,1,0,0,1,0,2,0,2,0,3,1,1,1,0,1,1,0,2,1,0,1,0,3,1,2,0,0,1,1
"Habp4",1,5,9,13,7,5,6,9,9,5,7,5,5,5,5,4,5,14,15,10,9,13,8,9,7,8,8,3,9,9,7,10,8,12,11,10,9,11,4,3,8,10,12,10,18,18,10,11,14,13,10,7,5,10,11,13,1,11,20,15,9,9,16,8,6,16,6,10,10
"Cdc14b",0,0,2,0,3,0,0,0,1,0,0,0,0,0,4,1,2,2,1,0,0,0,1,0,0,0,4,0,0,2,0,0,0,0,2,0,3,1,2,0,0,0,3,1,0,0,0,0,2,0,0,2,0,2,2,1,0,1,0,5,0,0,0,0,0,0,0,0,0
"Cdk20",1,3,3,0,1,0,0,2,1,1,2,2,4,2,2,1,2,1,2,2,0,0,2,2,2,5,4,1,2,0,3,6,2,1,0,2,0,3,1,4,2,0,1,1,2,1,1,1,1,3,3,0,0,2,1,0,1,1,3,3,1,0,3,2,2,1,1,2,0
"Ptdss1",0,5,6,1,0,0,2,2,1,1,1,1,1,2,1,5,4,2,2,0,2,0,5,5,3,5,3,1,2,1,4,2,2,2,5,3,2,2,4,4,1,4,3,6,1,2,2,2,1,1,1,1,2,1,6,1,1,4,1,3,5,0,5,2,4,3,1,3,1
"Mtrr",0,0,0,1,1,0,0,1,2,0,1,0,1,1,2,0,1,4,3,3,0,2,0,0,4,0,0,0,1,1,0,0,2,1,4,1,1,1,2,1,1,0,1,0,2,2,1,0,0,0,2,0,1,1,1,0,0,0,2,1,0,2,3,0,0,1,2,0,0
"Fastkd3",0,0,2,2,0,0,0,2,0,1,3,0,0,2,0,0,1,3,1,3,2,0,3,1,4,0,0,0,0,2,2,0,1,0,0,3,1,2,1,1,1,0,0,0,0,0,0,2,1,1,0,1,0,1,2,1,2,1,1,1,1,0,0,2,0,2,0,2,0
"Papd7",0,3,2,2,2,2,2,3,5,4,5,0,3,4,4,1,4,0,4,2,2,2,0,1,3,3,6,3,1,1,5,2,1,2,2,2,4,1,0,3,3,0,1,2,4,2,4,2,2,0,2,5,4,7,1,2,0,1,3,1,1,1,1,4,2,2,5,1,0
"Nsun2",0,1,0,2,1,0,0,1,1,2,1,2,0,1,2,1,0,1,2,0,3,4,2,0,2,2,2,0,1,0,1,0,0,2,0,2,1,1,0,2,1,1,2,0,1,0,1,3,3,1,0,0,3,1,1,1,0,0,3,3,1,0,2,4,1,2,1,2,0
"Adamts16",0,0,3,5,3,0,0,3,1,5,6,1,3,1,0,5,1,1,2,0,7,5,3,3,1,2,0,0,1,2,1,5,2,2,3,2,0,2,2,2,5,0,3,0,1,1,2,1,1,1,1,1,4,1,3,1,0,1,4,0,2,0,5,2,0,2,3,5,2
"Lpcat1",0,2,3,1,1,2,1,4,3,2,2,1,3,2,2,0,3,4,2,0,0,1,2,3,3,7,4,2,1,3,3,1,4,1,0,2,0,5,7,3,2,1,6,3,4,0,6,3,2,2,3,2,3,4,3,0,0,1,2,5,2,3,3,1,3,4,2,4,3
"Clptm1l",0,4,1,1,2,1,0,4,4,4,4,4,3,2,3,2,5,2,2,4,2,4,4,6,3,6,5,4,6,5,3,4,5,2,4,5,4,4,2,3,6,2,4,0,7,3,3,3,1,2,2,3,5,2,3,2,0,0,1,3,2,2,5,0,2,5,1,5,2
"Slc12a7",0,1,4,3,1,0,1,0,0,1,2,0,0,2,1,4,2,4,2,0,0,3,1,2,1,4,0,0,5,2,0,0,3,1,0,0,1,0,1,1,2,2,2,3,0,0,0,1,2,1,2,2,3,4,3,1,1,5,2,3,3,0,3,0,0,2,1,1,2
"Nkd2",0,3,2,1,0,2,0,1,1,3,4,0,3,1,1,3,0,0,1,2,1,1,1,2,3,2,4,1,2,1,0,0,0,4,0,4,2,0,2,0,4,1,3,2,2,2,3,2,1,4,1,1,2,1,3,1,1,2,1,3,2,1,2,3,2,2,2,1,3
"Cep72",0,1,2,2,0,0,1,0,2,2,1,0,2,0,1,1,2,0,3,3,0,0,2,0,1,2,1,1,1,1,2,3,2,2,2,1,1,3,0,2,1,2,1,1,0,0,0,1,1,0,1,3,0,1,1,1,0,2,1,2,0,0,2,2,2,1,2,0,1
"Exoc3",0,5,4,5,1,1,2,4,2,4,1,1,1,2,3,4,1,0,1,2,4,1,0,3,1,0,3,3,4,3,2,1,2,2,1,2,1,1,0,1,0,0,3,5,1,1,3,8,3,0,0,1,1,0,2,1,0,0,1,0,2,0,0,0,3,3,6,2,0
"Ahrr",0,3,0,2,1,0,0,2,1,3,0,0,0,0,1,0,1,1,0,0,1,0,0,1,2,1,2,2,3,0,3,3,2,0,3,1,0,1,1,1,1,2,1,2,3,1,3,4,1,0,0,1,0,1,1,1,0,2,1,0,2,0,1,1,0,3,1,1,0
"Erap1",0,0,4,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,2,3,2,0,1,2,1,1,1,0,1,2,2,0,3,0,1,1,1,1,1,4,0,0,1,0,3,1,0,0,0,0,0,1,1,3,4,1,1,1,0,1,1,0,0,1,1,1,1,1,0
"Pcsk1",0,2,2,1,3,1,3,3,4,0,3,0,0,0,1,0,1,2,3,3,1,1,0,0,1,0,2,0,2,0,0,2,2,2,6,2,2,3,0,0,2,2,2,4,2,3,2,1,4,0,2,0,2,0,4,0,0,3,0,3,2,0,1,2,3,3,2,1,2
"Ttc37",0,4,2,1,0,2,1,0,0,1,3,0,1,0,1,2,1,1,0,4,2,1,1,2,3,1,2,0,2,1,1,2,3,0,4,0,1,2,1,1,1,0,2,2,0,2,1,1,2,0,0,1,2,1,1,0,1,3,4,2,2,0,0,1,0,3,1,1,2
"Fam172a",0,2,1,2,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,1,2,0,2,0,3,0,1,0,0,0,0,0,0,0,1,0,2,3,0,2,0,1,2,0,0,1,0,0,0,0,0,2,1,0,0,1,1,2,1,0,0,0,2,0,2,0,0,0
"Arrdc3",0,4,2,1,2,0,0,3,0,0,3,1,0,1,1,0,1,1,3,0,1,2,2,0,0,0,1,2,1,0,1,5,0,0,0,0,0,2,1,0,0,1,0,1,3,1,1,3,1,0,2,1,0,1,1,0,0,1,1,0,4,2,1,2,0,3,1,0,0
"Lysmd3",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,2,1,1,0,4,0,2,2,2,0,1,2,2,0,0,3,2,0,0,0,0,2,0,2,0,0,0
"Polr3g",0,4,4,2,1,0,0,0,0,0,2,2,2,1,1,2,3,2,0,1,0,1,2,1,2,2,0,2,1,1,2,2,0,2,0,0,0,2,2,3,1,2,2,0,1,0,1,3,0,0,1,0,2,0,1,2,0,3,0,1,0,0,0,0,4,2,1,2,1
"Mblac2",0,0,1,2,2,0,1,2,1,2,1,0,1,0,1,0,3,1,1,0,0,2,0,1,0,0,0,0,1,1,1,0,1,1,0,2,0,2,0,2,2,0,0,1,1,0,1,6,0,1,0,1,2,1,2,1,2,3,3,2,0,0,0,1,1,1,1,0,0
"Tmem161b",1,2,1,3,1,0,0,1,0,1,3,0,3,0,0,2,1,1,2,0,0,2,0,1,2,2,1,0,2,2,0,2,0,1,1,4,1,4,1,2,0,0,1,1,1,1,0,0,1,2,0,5,1,1,3,0,0,1,0,3,0,0,2,0,2,1,1,2,4
"Tmem167",0,2,0,1,2,0,0,1,1,4,0,2,0,0,2,1,0,1,2,0,0,1,2,0,2,2,3,0,0,2,0,0,1,1,3,0,1,2,1,1,0,0,0,1,1,0,2,2,0,1,5,1,1,0,2,0,0,2,6,0,2,0,1,3,1,2,0,1,0
"Msh3",0,0,0,0,0,0,0,1,0,2,1,1,1,1,2,1,1,0,1,0,0,0,2,6,0,1,3,1,3,0,0,0,1,3,0,3,2,2,0,2,0,0,2,1,1,2,3,2,3,3,3,2,1,1,2,0,0,2,0,4,2,0,1,1,3,3,2,4,1
"Dhfr",0,1,2,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,3,0,1,0,1,0,0,0,2,0,0,0,2,0,0,1,1,1,0,0,5,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,2
"Zfyve16",0,1,3,1,1,0,2,0,1,1,3,0,3,2,0,1,1,3,2,3,3,0,1,2,2,1,4,0,1,0,0,6,0,0,0,1,0,1,3,2,2,2,2,0,2,1,0,2,0,2,2,0,1,1,0,0,0,4,2,4,2,0,2,3,0,1,0,0,0
"Mtx3",0,1,2,0,2,1,0,0,4,2,1,2,0,0,1,2,1,0,3,1,2,3,2,4,2,1,3,4,1,1,1,1,5,2,3,1,1,1,0,0,2,1,6,2,2,2,1,2,0,1,0,0,0,3,4,3,0,0,2,4,3,2,2,0,1,1,1,0,2
"Cmya5",0,1,2,0,0,2,2,0,0,1,1,0,3,1,0,1,2,2,0,1,2,0,0,1,2,2,3,3,3,1,1,0,3,1,1,0,2,0,0,1,1,0,2,1,0,1,1,0,0,2,0,2,0,1,3,0,2,0,0,2,0,0,1,2,1,2,2,2,0
"Arsb",0,0,1,4,5,3,0,1,2,1,3,1,4,1,1,3,1,0,3,3,2,2,4,0,2,2,4,0,0,1,1,2,4,2,3,1,7,0,1,2,0,6,4,4,4,3,1,5,2,3,0,2,4,3,0,0,0,3,4,1,5,2,5,0,2,3,2,2,1
"Lhfpl2",2,1,0,1,1,1,1,0,0,1,1,0,1,1,0,2,2,0,0,0,0,2,1,0,0,0,4,1,3,2,1,2,1,1,3,0,0,0,1,2,2,2,0,1,2,0,1,0,0,1,1,1,1,0,2,1,0,0,2,0,2,0,0,0,0,1,0,1,2
"Ap3b1",0,2,1,1,1,1,1,1,3,0,2,0,0,1,4,0,2,1,4,2,0,1,0,0,0,0,2,1,3,1,0,2,1,1,3,1,3,2,3,1,1,0,1,2,2,0,1,2,2,0,1,3,0,1,3,0,0,0,1,2,2,0,0,1,1,1,3,3,0
"Wdr41",0,0,1,2,3,0,2,3,2,2,2,1,2,2,1,1,1,1,3,2,3,2,2,0,0,2,3,1,3,1,0,1,2,1,1,1,0,1,1,0,4,2,2,1,1,1,0,3,2,5,2,1,1,1,2,1,0,4,2,4,1,0,3,2,0,2,1,3,0
"Zbed3",0,0,3,3,0,0,0,1,2,2,0,0,2,1,0,0,3,0,0,1,2,2,1,3,2,0,1,6,3,2,2,2,1,1,2,0,1,0,0,2,0,0,2,0,1,1,2,0,1,0,3,1,1,2,1,1,0,1,1,0,1,0,1,1,3,4,2,4,0
"Aggf1",0,1,3,2,1,3,0,5,0,4,7,4,2,1,1,2,4,4,1,4,3,3,1,2,0,5,3,2,2,3,3,2,3,2,5,4,3,1,2,1,4,4,0,2,4,4,2,2,3,3,1,5,1,2,3,3,2,1,2,3,3,0,4,1,4,4,3,2,3
"Poc5",0,3,2,3,1,1,0,0,5,1,1,1,2,1,1,2,1,1,0,3,4,0,2,0,2,2,2,0,1,1,1,1,0,0,2,2,2,1,0,3,2,0,1,4,2,1,2,2,1,0,1,2,1,1,3,0,0,2,0,2,1,1,2,3,2,0,1,1,2
"Col4a3bp",0,2,1,0,1,0,1,3,0,0,0,0,3,0,0,2,2,1,2,1,1,0,2,1,1,2,1,2,2,0,1,0,2,0,0,0,2,1,3,2,1,0,0,0,3,0,2,1,1,0,0,1,1,0,2,0,0,4,2,0,4,2,0,4,2,2,1,1,2
"Gcnt4",0,3,1,0,2,0,0,4,1,0,1,1,4,1,2,2,0,2,1,1,0,1,1,2,2,2,3,2,0,3,1,1,1,0,0,1,0,2,0,3,0,0,1,1,1,0,2,0,0,0,1,1,1,3,2,2,0,0,1,3,0,0,1,0,2,0,0,2,1
"Fam169a",0,3,3,4,0,1,2,1,2,2,4,1,0,0,4,1,0,2,0,6,4,1,1,1,0,2,2,0,1,0,0,1,0,0,0,1,0,3,2,2,4,0,0,2,1,2,2,4,0,1,1,2,3,2,2,1,1,4,1,1,2,2,3,2,3,2,1,0,0
"Utp15",0,1,4,4,3,0,1,0,0,1,3,1,1,3,2,2,1,1,0,0,2,3,3,0,1,0,0,0,3,1,2,1,0,0,1,1,0,1,2,1,3,0,3,2,0,1,1,3,1,1,2,0,2,2,1,0,2,1,6,0,0,1,1,0,2,1,1,0,2
"Fcho2",0,4,1,2,3,2,0,1,0,3,0,2,3,0,1,0,1,2,1,4,2,0,2,1,1,5,0,0,3,2,0,2,3,0,0,4,3,1,1,1,1,0,2,4,1,0,2,1,0,0,1,0,2,1,1,2,1,0,0,0,0,0,3,0,2,0,1,3,2
"Tnpo1",0,1,5,2,0,0,2,1,1,2,4,0,3,0,1,1,3,0,3,0,1,0,0,0,0,0,1,0,1,1,2,2,1,1,1,1,4,1,1,0,1,0,3,5,5,1,3,2,3,1,1,1,0,4,5,1,0,0,2,2,0,0,1,0,0,1,0,3,2
"Mrps27",0,3,4,4,0,1,1,2,1,2,2,2,3,1,2,0,1,3,1,0,4,0,5,3,1,1,2,0,2,2,5,3,0,0,2,1,2,6,2,1,2,2,4,2,4,1,1,6,0,2,3,3,3,2,1,4,1,5,3,1,0,1,6,1,2,5,6,6,0
"Mccc2",0,0,1,1,0,1,0,0,1,1,0,0,2,0,1,1,1,2,0,0,1,0,1,2,0,1,0,0,1,3,2,1,1,2,0,2,2,0,2,2,1,0,0,1,1,1,1,1,2,2,0,2,0,0,0,0,0,1,2,0,1,0,1,2,0,1,0,1,0
"Bdp1",0,1,1,1,0,0,1,1,2,1,0,0,2,1,3,3,3,1,0,3,1,0,1,1,4,0,0,0,1,3,1,1,0,0,0,0,1,1,1,1,2,0,1,1,3,3,0,2,1,1,1,1,0,1,1,3,2,1,1,0,3,1,3,1,2,5,0,3,1
"Ccdc125",0,2,2,5,1,1,0,0,2,1,4,1,4,1,0,2,0,0,0,1,0,2,2,3,2,3,0,0,3,3,1,0,1,1,2,2,1,2,4,3,2,1,1,2,0,1,1,3,1,1,1,3,1,1,1,0,1,3,0,2,1,0,1,0,2,0,0,3,1
"Cdk7",0,0,0,2,1,3,0,2,2,0,3,0,2,0,1,2,1,3,1,2,1,1,1,0,1,0,1,2,2,0,0,2,0,0,0,0,0,2,0,1,0,1,3,1,0,0,0,2,1,1,0,0,2,1,2,2,0,0,0,0,0,1,3,0,0,0,2,0,0
"Mast4",0,0,1,3,6,0,2,3,2,5,5,2,6,1,2,1,3,2,1,3,2,2,2,3,3,2,5,0,1,5,4,3,6,0,7,3,0,3,3,7,2,4,3,3,0,3,3,1,3,3,3,6,3,0,4,1,0,2,3,3,4,2,2,1,2,1,0,4,1
"Srek1",0,0,2,1,1,0,2,3,0,0,0,0,3,0,2,2,0,2,1,1,2,0,2,2,3,2,3,0,1,2,1,3,0,2,2,1,0,2,1,0,1,2,1,0,3,0,2,2,1,1,3,2,2,1,3,0,0,1,3,2,1,1,2,2,1,1,3,1,1
"Nln",2,2,2,1,2,1,0,2,1,1,2,0,1,0,0,0,2,4,4,5,2,2,1,1,2,1,0,2,1,2,2,2,3,1,0,1,2,1,2,1,1,2,0,0,0,3,1,1,0,0,1,1,0,2,6,3,2,1,0,2,1,0,1,2,3,1,0,2,4
"Sgtb",0,0,1,1,1,0,0,2,3,4,0,0,1,1,1,2,1,0,5,1,3,0,1,3,3,2,3,0,1,0,1,0,2,1,1,0,3,0,3,0,2,0,1,2,0,0,0,3,1,3,0,2,3,3,2,0,0,2,1,1,0,0,0,1,0,0,4,1,2
"Trim23",0,1,0,0,1,0,0,3,0,0,0,2,1,1,1,1,2,2,1,0,1,0,0,3,0,2,4,1,2,1,2,1,3,1,0,0,0,1,2,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
"Ppwd1",0,1,0,0,2,2,0,0,0,0,3,0,2,1,1,3,1,0,3,1,0,3,0,0,2,2,0,0,1,2,3,0,1,2,1,2,0,1,0,1,0,0,3,1,0,1,0,0,3,0,0,0,0,2,1,1,2,0,0,1,1,2,1,0,0,1,2,3,0
"Adamts6",0,2,1,0,1,0,0,1,0,0,3,1,1,2,3,0,1,0,1,1,0,0,1,1,0,1,2,0,1,2,0,1,0,2,0,1,0,3,3,2,0,1,2,1,0,2,0,0,2,1,1,0,2,1,0,1,0,1,0,3,2,2,1,1,2,0,2,0,1
"Rnf180",0,1,2,1,0,0,0,0,0,1,2,1,2,0,3,1,1,1,1,1,1,3,2,1,0,0,0,2,0,0,3,1,0,1,0,2,0,3,0,0,0,0,1,0,1,3,2,0,1,1,0,0,1,0,1,0,0,0,3,4,0,0,0,2,0,2,1,1,2
"Ipo11",0,5,2,5,7,3,0,3,1,4,0,0,4,0,1,2,1,3,4,4,4,0,1,3,4,0,1,0,2,2,2,4,0,3,2,2,2,3,1,5,3,2,5,2,3,4,2,1,1,1,2,5,3,2,1,1,0,0,2,6,2,0,5,2,2,6,5,6,2
"Ercc8",0,1,1,2,1,0,2,1,0,0,1,0,2,1,2,0,0,1,1,1,1,2,0,0,1,0,0,0,1,0,1,2,0,0,1,0,0,0,1,0,0,0,1,2,0,1,0,1,0,0,0,1,1,0,3,2,0,3,1,0,0,1,1,2,2,2,3,2,1
"Depdc1b",0,2,1,2,2,0,0,2,0,0,2,1,4,0,2,0,1,0,0,1,2,1,1,0,0,1,1,0,2,2,0,1,1,0,1,0,1,1,1,0,1,2,0,0,1,2,0,5,1,0,3,1,0,3,3,1,0,1,2,0,1,1,2,1,1,1,1,0,2
"Gpbp1",0,2,2,0,0,0,0,2,2,0,1,0,3,0,3,0,1,1,2,1,0,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0,7,3,1,1,0,0,0,2,0,1,1,1,0,0,0,2,1,0,0,1,0,0,1,0,2,0,2,0,0,0,1,1,0
"Mier3",0,2,1,0,4,0,3,1,0,1,1,0,0,2,2,1,3,2,1,0,2,3,2,0,2,2,3,0,1,1,1,0,0,1,0,1,0,2,1,2,4,0,2,1,1,0,0,0,2,1,2,0,2,3,2,0,1,2,2,3,1,0,1,1,2,1,1,1,1
"Il6st",1,4,4,2,2,1,3,1,2,5,2,1,1,4,0,3,1,1,2,1,5,3,3,1,0,1,3,1,7,3,3,3,4,2,1,2,1,3,4,2,4,4,4,4,5,1,2,4,3,2,4,2,1,3,2,1,2,3,2,2,7,0,0,3,0,3,2,4,5
"Slc38a9",0,2,0,1,3,0,0,0,0,1,4,0,0,0,0,0,2,0,0,2,1,1,1,1,1,1,0,0,0,3,1,0,0,2,3,2,4,1,1,1,2,1,1,1,0,0,0,2,2,1,2,2,1,0,0,0,0,1,1,1,2,0,4,0,0,2,0,2,3
"Skiv2l2",0,2,0,1,0,0,0,1,1,3,2,2,1,0,1,3,2,2,1,1,2,2,2,0,3,3,1,2,3,3,3,1,2,0,1,1,2,2,2,1,0,0,0,1,2,1,0,2,0,2,0,0,0,1,0,2,0,1,1,0,5,0,2,2,0,1,3,0,0
"Dhx29",0,1,1,0,3,1,1,0,1,3,2,2,4,1,1,7,1,0,1,1,3,2,2,3,2,1,3,0,2,2,0,4,4,1,1,2,5,3,3,1,2,0,4,1,4,2,1,3,3,4,3,3,0,3,7,0,1,3,2,1,2,2,2,2,1,1,1,2,1
"Ccno",0,2,2,1,1,0,1,0,5,4,3,1,4,1,1,3,1,1,2,1,1,2,1,2,1,4,0,0,1,0,0,1,7,3,2,0,1,2,1,2,3,0,4,0,0,0,0,1,0,0,2,1,1,3,1,1,1,3,3,1,0,4,1,0,3,1,0,3,1
"Parp8",0,1,0,0,1,0,0,0,1,4,1,0,2,0,3,0,3,1,2,1,2,2,2,2,2,1,0,0,0,2,0,0,0,0,1,0,2,2,1,3,0,0,0,1,0,1,0,1,0,0,0,3,3,0,5,0,0,0,0,0,0,0,2,0,0,2,1,1,0
"Fgf10",0,1,0,3,1,0,0,1,1,2,1,0,0,0,3,2,0,0,3,1,0,0,0,1,1,2,1,0,2,2,2,0,3,0,0,2,0,3,0,1,0,0,0,4,1,3,0,0,3,3,0,0,0,3,2,1,0,1,1,0,0,2,2,3,0,1,4,0,0
"Nnt",0,1,2,2,3,2,4,6,5,4,5,0,3,6,4,1,3,6,5,2,1,2,3,2,1,3,3,0,0,1,5,3,5,0,4,5,0,1,2,2,6,6,2,5,3,5,5,1,5,3,2,3,2,5,4,6,2,1,1,7,1,1,1,7,0,5,5,0,2
"Paip1",0,0,2,1,3,0,1,0,1,2,1,0,2,0,3,1,1,2,1,3,2,1,0,1,0,2,0,0,2,1,3,2,1,2,1,4,1,1,2,3,1,0,0,1,0,2,1,2,0,2,0,1,1,2,3,0,0,2,2,0,2,1,1,1,1,1,1,1,2
"Ccl28",0,0,2,0,0,2,0,1,2,0,0,0,0,0,3,1,1,2,1,1,0,2,2,2,0,1,0,0,0,1,1,0,4,1,0,1,4,0,0,1,3,1,1,0,0,0,3,0,0,0,2,0,1,1,0,0,0,3,2,1,1,2,0,2,0,0,1,0,0
"Zfp131",0,0,1,3,1,1,1,1,0,3,3,2,3,0,0,0,3,0,1,1,0,2,0,2,2,1,1,0,2,1,2,0,0,0,0,0,1,0,3,0,1,2,0,0,4,2,4,0,0,2,1,1,0,1,3,1,0,0,1,1,1,1,1,3,2,0,0,2,0
"Flnb",2,3,3,1,2,5,0,4,3,1,3,0,2,2,6,2,1,1,0,4,2,1,3,2,7,3,0,5,3,1,0,2,6,2,3,3,1,0,1,3,3,2,2,2,2,1,1,3,2,0,2,3,2,0,3,0,0,4,1,1,1,0,2,3,2,2,5,2,0
"Abhd6",0,3,3,3,3,3,1,5,5,2,3,2,3,0,2,3,3,4,5,4,3,8,2,1,4,4,6,1,3,6,4,2,4,5,3,4,2,5,1,5,2,2,2,2,6,5,6,2,1,4,2,2,1,1,6,0,2,2,4,2,1,1,2,0,4,2,3,2,2
"Rpp14",0,2,1,1,2,0,1,3,0,0,3,0,2,1,1,2,1,1,1,1,1,0,1,1,1,1,3,1,2,0,0,2,0,2,1,1,0,3,5,3,1,2,1,3,0,1,0,3,1,1,1,2,2,2,2,1,0,1,2,0,2,0,2,1,2,0,2,0,1
"Pxk",1,2,1,1,3,0,0,1,3,0,1,2,4,1,0,0,1,1,0,1,5,0,0,3,1,0,0,0,1,1,0,0,0,0,2,2,1,0,0,0,0,2,0,0,1,4,1,0,0,1,0,2,0,1,2,0,0,0,1,0,0,3,0,4,0,0,1,0,1
"Atxn7",0,1,2,1,2,0,0,1,4,1,0,1,2,1,2,1,1,2,1,0,1,1,0,2,0,1,2,0,0,2,1,0,0,5,0,1,4,2,0,0,1,2,1,0,1,4,0,0,0,0,1,3,2,2,2,1,0,2,2,2,2,0,4,1,1,1,2,0,2
"Slc4a7",0,1,1,1,1,1,0,2,1,0,1,1,0,0,1,3,0,3,0,2,1,2,1,0,3,2,0,0,3,1,3,2,1,1,4,4,2,3,1,0,2,0,1,1,2,0,0,3,3,2,0,2,0,2,1,0,1,1,2,3,2,0,1,1,2,0,0,2,0
